UO_ID,NameInIndex,case,DeathPrecision,DeathDate,BornPrecision,BirthDate,Alive precision,AliveDate,LifeLength Precision,LifeLength,aproxBirthDate,aproxDeathDate,Index Category 1,NameOnChart,OnChartCategory,On Chart: Line #,Section starting Line,LineNumber,FullTextPageNum,WikiLink,Alternate Link,Region_final,Sex or gender V2,country,continent
1625,Nabonadius,case2,d.,-538,,,,,,,-583,-538,,Nabonadius,Statesmen and Warriors,7,126,133,88,https://en.wikipedia.org/wiki/Nabonidus,,Persia,male,Turkey,Asia|Europe
1626,Nabonassar,case2,d.,-734,,,,,,,-779,-734,,Nabonassar,Statesmen and Warriors,10,126,136,88,https://en.wikipedia.org/wiki/Nabonassar,,Persia,male,Achaemenid Empire|Macedonia|Seleucid Empire|Parthian Empire|Parthian Empire|Sasanian Empire|Rashidun Caliphates|Iraq|Ancient Rome,Asia|Europe|Africa|Europe|Asia|Asia|Asia|Asia|Africa|Asia|Africa|Asia|Europe|Africa|Asia
1627,Nabopollassar,case2,d.,-604,,,,,,,-649,-604,,Nabopollasar,Statesmen and Warriors,6,126,132,55,https://en.wikipedia.org/wiki/Nabopolassar,,Persia,male,Unknown,Unknown
1628,Nachman,"case3
",,,,,fl.,1150,,,1127,1173,J,Nachman,Divines and Metaphysicians &cc,2,98,100,88,https://en.wikipedia.org/wiki/Nachmanides,,Spain,male,Spain,Europe
1629,Nachmanides,"case3
",,,,,fl.,322,,,299,345,J,Nachmanides,Divines and Metaphysicians &cc,3,98,101,88,https://en.wikipedia.org/wiki/Samuel_ben_Nahman,,Turky in Asia,male,Unknown,Unknown
1630,Nachmanides M.,case6,d. ab.,1270,,,,,,76,1194,1270,J,M. Nachmanides,Divines and Metaphysicians &cc,2,98,100,88,https://en.wikipedia.org/wiki/Nachmanides,,Spain,male,Spain,Europe
1631,Nadir Shah,case1,d.,1747,,,,,,61,1686,1747,,Nadir Shah,Statesmen and Warriors,1,126,127,88,https://en.wikipedia.org/wiki/Nader_Shah,,,male,Iran|Safavid Empire,Asia|Asia
1632,Naevius,case2,d.,-203,,,,,,,-248,-203,P,Naevius,Artists Poets,8,42,50,88,https://en.wikipedia.org/wiki/Gnaeus_Naevius,,Italy,male,Italy,Europe
1633,Nahum,"case3
",,,,,fl.,-758,,,-781,-735,J,Nahum,Divines and Metaphysicians &cc,8,98,106,88,https://en.wikipedia.org/wiki/Nahum,,Turky in Asia,male,Israel,Asia
1634,Napier,case1,d.,1617,,,,,,67,1550,1617,M,Napier,Mathematicians &cc Physicians,25,68,93,88,https://en.wikipedia.org/wiki/John_Napier,,Great Britain,male,United Kingdom,Europe
1635,Narses,case2,d.,605,,,,,,,560,605,,Narces,Statesmen and Warriors,11,126,137,88,https://en.wikipedia.org/wiki/Narses_(magister_militum_per_Orientem),,,missing from OpenRefine results,Unknown,Unknown
1636,"Nasir, Cogia",case2,d.,1276,,,,,,,1231,1276,M,Cogia Nasir,Mathematicians &cc Physicians,28,68,96,56,https://en.wikipedia.org/wiki/Nasir_al-Din_al-Tusi,,Persia,male,Iran,Asia
1637,Nealces,"case3
",,,,,fl.,-250,,,-273,-227,Pa,Nealces,Artists Poets,19,42,61,88,https://en.wikipedia.org/wiki/Nealkes,,,male,Unknown,Unknown
1638,Nebuchadnezzar,case2,d.,-561,,,,,,,-606,-561,,Nebuchadnezzar,Statesmen and Warriors,2,126,128,88,https://en.wikipedia.org/wiki/Nebuchadnezzar_II,,Persia,male,Achaemenid Empire|Macedonia|Seleucid Empire|Parthian Empire|Parthian Empire|Sasanian Empire|Rashidun Caliphates|Iraq|Ancient Rome,Asia|Europe|Africa|Europe|Asia|Asia|Asia|Asia|Africa|Asia|Africa|Asia|Europe|Africa|Asia
1639,Nechaoh,case2,d.,-601,,,,,,,-646,-601,,Nechaoh,Statesmen and Warriors,4,126,130,88,https://en.wikipedia.org/wiki/Necho_II,,,missing from OpenRefine results,Unknown,Unknown
1640,Nehemiah,"case3
",,,,,fl.,-456,,,-479,-433,J,Nehemiah,Divines and Metaphysicians &cc,2,98,100,88,https://en.wikipedia.org/wiki/Nehemiah,,,missing from OpenRefine results,Unknown,Unknown
1641,Nemesian,"case3
",,,,,fl.,281,,,258,304,P,,,,,0,88,https://en.wikipedia.org/wiki/Nemesianus,,Africa,male,Tunisia,Africa
1642,Nennius,"case3
",,,,,fl.,828,,,805,851,H,Nennius,Historians and Antiquaries Lawyers,18,0,18,88,https://en.wikipedia.org/wiki/Nennius,,,male,Unknown,Unknown
1643,"Nepos, Cornelius",case2,d.,-25,,,,,,,-70,-25,H,C. Nepos,Historians and Antiquaries Lawyers,21,0,21,88,https://en.wikipedia.org/wiki/Cornelius_Nepos,,Italy,missing from OpenRefine results,Italy,Europe
1644,Neriglissar,case2,d.,556,,,,,,,511,556,,Neriglissar,Statesmen and Warriors,1,126,127,88,https://en.wikipedia.org/wiki/Neriglissar,,Persia,male,Unknown,Unknown
1645,Nero,case1,d.,68,,,,,,32,36,68,,Nero,Statesmen and Warriors,17,126,143,89,https://en.wikipedia.org/wiki/Nero,,Italy,missing from OpenRefine results,Italy,Europe
1646,Nerva,case1,d.,98,,,,,,72,26,98,,Nerva,Statesmen and Warriors,15,126,141,89,https://en.wikipedia.org/wiki/Nerva,,Italy,missing from OpenRefine results,Italy,Europe
1647,Nestorius,case8,d. af.,439,,,,,,,394,440,F,Nestorius,Divines and Metaphysicians &cc,2,98,100,89,https://en.wikipedia.org/wiki/Nestorius,,,missing from OpenRefine results,Turkey,Asia|Europe
1648,Newton,case1,d.,1727,,,,,,85,1642,1727,M,Newton,Mathematicians &cc Physicians,23,68,91,89,https://en.wikipedia.org/wiki/Isaac_Newton,,Great Britain,male,United Kingdom,Europe
1649,Nicander of Colophon,"case3
",,,,,fl.,-137,,,-160,-114,P,Nicander C.,Artists Poets,4,42,46,89,https://en.wikipedia.org/wiki/Nicander,,,male,Turkey,Asia|Europe
1650,Nicephorus Calistus,,,,b.,1300,,,,,,,H,N. Calistus,Historians and Antiquaries Lawyers,13,0,13,89,https://en.wikipedia.org/wiki/Nikephoros_Kallistos_Xanthopoulos,,,male,Unknown,Unknown
1651,Nicephorus Constantinopolitanus,"case3
",,,,,fl.,750,,,727,773,H,Nicephorus C.,Historians and Antiquaries Lawyers,18,0,18,89,https://en.wikipedia.org/wiki/Nikephoros_I,,Turky,male,Turkey,Asia|Europe
1652,Nicephorus Logothetes,case2,d.,811,,,,,,,766,811,,Nicephorus,Statesmen and Warriors,10,126,136,89,https://en.wikipedia.org/wiki/Nikephoros_II_Phokas,,Turky,male,Turkey,Asia|Europe
1653,Nicephorus Phocas,case1,d.,969,,,,,,57,912,969,,Nicephoras Ph:,Statesmen and Warriors,8,126,134,89,https://en.wikipedia.org/wiki/Nikephoros_III_Botaneiates,,,male,Byzantine Empire|Latin Empire|Ottoman Empire,Europe|Europe|Asia|Asia|Europe|Africa
1654,Nicepsos,"case3
",,,,,fl.,-772,,,-795,-749,M,Nicepsos,Mathematicians &cc Physicians,23,68,91,89,https://en.wikipedia.org/wiki/Petosiris_to_Nechepso,,,,Unknown,Unknown
1655,Nicetas Acominatus,"case3
",,,,,fl.,1210,,,1187,1233,H,Nicetus A.,Historians and Antiquaries Lawyers,21,0,21,89,https://en.wikipedia.org/wiki/Niketas_Choniates,,,male,Unknown,Unknown
1656,Nicholas de Lyra,case2,d.,1340,,,,,,,1295,1340,D,Nicolaus Ly:,Divines and Metaphysicians &cc,23,98,121,89,https://en.wikipedia.org/wiki/Nicholas_of_Lyra,,France,male,France,Europe
1657,Nicias,"case3
",,,,,fl.,-300,,,-323,-277,Pa,Nicias,Artists Poets,17,42,59,89,https://en.wikipedia.org/wiki/Nicias,,Turky in Europe,male,Greece,Europe
1658,Nicias,case2,d.,-413,,,,,,,-458,-413,,Nicias,Statesmen and Warriors,13,126,139,89,https://en.wikipedia.org/wiki/Nicias,,Turky in Europe,male,Greece,Europe
1659,Nicolaus Alex,"case3
",,,,,fl.,1300,,,1277,1323,Ph,Nicolaus Al:,Mathematicians &cc Physicians,2,68,70,89,https://en.wikipedia.org/wiki/Nicholas_Myrepsos,,,male,Unknown,Unknown
1660,Nicomachus Gerasenus,case13,,,,,fl. ab.,130,,,107,153,M,Nicomachus,Mathematicians &cc Physicians,19,68,87,89,https://en.wikipedia.org/wiki/Nicomachus,,BLANK 2,male,Jordan,Asia
1661,Nicomedes,case13,,,,,fl. ab.,-220,,,-243,-197,M,Nicomedes,Mathematicians &cc Physicians,21,68,89,56,https://en.wikipedia.org/wiki/Nicomedes_(mathematician),,,male,Unknown,Unknown
1662,Niger,case2,d.,194,,,,,,,149,194,,Niger,Statesmen and Warriors,11,126,137,89,https://en.wikipedia.org/wiki/Pescennius_Niger,,Italy,male,Italy,Europe
1663,Nigidius Figulus,"case3
",,,,,fl.,-60,,,-83,-37,HP,Nigidius Fig:,Divines and Metaphysicians &cc,22,98,120,89,https://en.wikipedia.org/wiki/Nigidius_Figulus,,Italy,male,Italy,Europe
1664,Nollet,case2,d.,1770,,,,,,,1725,1770,M,Nollet,Mathematicians &cc Physicians,21,68,89,56,https://en.wikipedia.org/wiki/Jean-Antoine_Nollet,,France,male,France,Europe
1665,"Nonius, P.",case1,d.,1572,,,,,,80,1492,1572,,Nonius,Mathematicians &cc Physicians,25,68,93,56,https://en.wikipedia.org/wiki/Pedro_Nunes,,Spain,male,Portugal,Europe
1666,Nonnus,"case3
",,,,,fl.,959,,,936,982,Ph,Nonus,Mathematicians &cc Physicians,4,68,72,89,https://en.wikipedia.org/wiki/Theophanes_Nonnus,,,missing from OpenRefine results,Unknown,Unknown
1667,Nonnus Panopolita,"case3
",,,,,fl.,410,,,387,433,P,Nonnus,Artists Poets,10,42,52,89,https://en.wikipedia.org/wiki/Nonnus,,Africa,male,Egypt,Africa|Asia
1668,Nostradamus,case1,d.,1566,,,,,,63,1503,1566,Ph,Nostradam,Mathematicians &cc Physicians,3,68,71,56,https://en.wikipedia.org/wiki/Nostradamus,,France,missing from OpenRefine results,France,Europe
1669,"Novaras, D.","case3
",,,,,fl.,1490,,,1467,1513,M,Novaras,Mathematicians &cc Physicians,26,68,94,56,https://en.wikipedia.org/wiki/Domenico_Maria_Novara_da_Ferrara,,Italy,male,Italy,Europe
1670,Novatian,"case3
",,,,,fl.,251,,,228,274,F,Novation,Divines and Metaphysicians &cc,6,98,104,89,https://en.wikipedia.org/wiki/Novatian,,Turky,male,Turkey,Asia|Europe
1671,Numa,"case3
",,,,,fl.,-590,,,-613,-567,,Numa,Statesmen and Warriors,23,126,149,89,https://en.wikipedia.org/wiki/Numa_Pompilius,,Italy,male,Italy,Europe
1672,Nuroddin,case2,d.,1173,,,,,,,1128,1173,,Nuroddin,Statesmen and Warriors,7,126,133,89,https://en.wikipedia.org/wiki/Nur_ad-Din_(died_1174),,BLANK 2,male,Iraq,Asia
1673,Oannes,"case3
",,,,,fl.,-1048,,,-1071,-1025,,Oannes,Statesmen and Warriors,4,126,130,89,https://en.wikipedia.org/wiki/Apkallu,,,,Unknown,Unknown
1674,Obadiah,"case3
",,,,,fl.,-590,,,-613,-567,J,Obadiah,Divines and Metaphysicians &cc,5,98,103,89,https://en.wikipedia.org/wiki/Obadiah,,,male,Unknown,Unknown
1675,Obeidallah,case1,d.,600,,,,,,89,511,600,,Obeidallay,Statesmen and Warriors,7,126,133,89,https://en.wikipedia.org/wiki/Abdallah_al-Mahdi_Billah,,,male,Unknown,Unknown
1676,Obeidallah Al Mohdi,case1,d.,933,,,,,,62,871,933,,Obeidallah,Statesmen and Warriors,3,126,129,89,https://en.wikipedia.org/wiki/Abdallah_al-Mahdi_Billah,,Persia,missing from OpenRefine results,Iran,Asia
1677,Obertus de Orto,"case3
",,,,,fl.,1152,,,1129,1175,L,Obertus,Historians and Antiquaries Lawyers,4,0,4,89,https://de.wikipedia.org/wiki/Libri_Feudorum,,,,Unknown,Unknown
1678,Obsequens J.,"case3
",,,,,fl.,395,,,372,418,Cr,Obsequens,Orators and Critics &cc,13,22,35,89,https://en.wikipedia.org/wiki/Julius_Obsequens,,Italy,male,Italy,Europe
1679,"Occam, William",case2,d.,1347,,,,,,,1302,1347,D,Occam,Divines and Metaphysicians &cc,20,98,118,90,https://en.wikipedia.org/wiki/William_of_Ockham,,Great Britain,male,United Kingdom,Europe
1680,Ocellus Lucanus,case13,,,,,fl. ab.,450,,,427,473,HP,Ocellus Lucanus,Divines and Metaphysicians &cc,13,98,111,90,https://en.wikipedia.org/wiki/Ocellus_Lucanus,,,male,Unknown,Unknown
1681,Octavius Horatianus,"case3
",,,,,fl.,370,,,347,393,Ph,Octavius Hor:,Mathematicians &cc Physicians,5,68,73,90,https://en.wikipedia.org/wiki/Octavia_(gens),,,missing from OpenRefine results,Unknown,Unknown
1682,Odenatus,case2,d.,267,,,,,,,222,267,,Odenatus,Statesmen and Warriors,7,126,133,90,https://en.wikipedia.org/wiki/Odaenathus,,Persia,male,Syria,Asia
1683,Odo Cantianus,case2,d.,1171,,,,,,,1126,1171,D,Odo Cant,Divines and Metaphysicians &cc,22,98,120,90,https://en.wikipedia.org/wiki/Odo_of_Canterbury,,,male,Unknown,Unknown
1684,Odo St.,case1,d.,942,,,,,,64,878,942,D,St. Odo,Divines and Metaphysicians &cc,17,98,115,90,https://en.wikipedia.org/wiki/Odo_of_Cluny,,France,male,France,Europe
1685,"Odoacer, King of the Heruli",case2,d.,492,,,,,,,447,492,,Odoacer,Statesmen and Warriors,20,126,146,90,https://en.wikipedia.org/wiki/Odoacer,,Germany,missing from OpenRefine results,Ancient Rome,Europe|Africa|Asia
1686,Odurius Vitalis,"case3
",,,,,fl.,1141,,,1118,1164,H,Odericus V.,Historians and Antiquaries Lawyers,7,0,7,90,https://en.wikipedia.org/wiki/Orderic_Vitalis,,Great Britain,male,United Kingdom,Europe
1687,Oecolampadius,case1,d.,1531,,,,,,49,1482,1531,D,Oecolampadius,Divines and Metaphysicians &cc,5,98,103,90,https://en.wikipedia.org/wiki/Johannes_Oecolampadius,,Germany,male,Germany,Europe
1688,Oecumenius,case13,,,,,fl. ab.,990,,,967,1013,D,Oecumenius,Divines and Metaphysicians &cc,12,98,110,90,https://en.wikipedia.org/wiki/Oecumenius,,,male,Unknown,Unknown
1689,Oedipus,"case3
",,,,,fl.,-958,,,-981,-935,,Oedipus,Statesmen and Warriors,20,126,146,90,https://en.wikipedia.org/wiki/Oedipus,,Turky in Europe,male,Unknown,Unknown
1690,Oenopides,"case3
",,,,,fl.,-560,,,-583,-537,M,Oenopides,Mathematicians &cc Physicians,20,68,88,56,https://en.wikipedia.org/wiki/Oenopides,,,male,Greece,Europe
1691,Oenotrus,"case3
",,,,,fl.,-1028,,,-1051,-1005,,,,,,0,90,https://en.wikipedia.org/wiki/Oenotrus,,Turky in Europe,male,Greece,Europe
1692,Offa of Mercia,case2,d.,794,,,,,,,749,794,,Offa,Statesmen and Warriors,25,126,151,90,https://en.wikipedia.org/wiki/Offa_of_Mercia,,Great Britain,missing from OpenRefine results,Unknown,Unknown
1693,Ogyges,"case3
",,,,,fl.,-1125,,,-1148,-1102,,Ogyges,Statesmen and Warriors,20,126,146,90,https://en.wikipedia.org/wiki/Ogyges,,,male,Unknown,Unknown
1694,Oktah,case1,d.,1238,,,,,,56,1182,1238,,Octah,Statesmen and Warriors,5,126,131,90,,,,missing from OpenRefine results,Unknown,Unknown
1695,Olaus Magnus,case2,d.,1544,,,,,,,1499,1544,H,Olaus M,Historians and Antiquaries Lawyers,18,0,18,90,https://en.wikipedia.org/wiki/Olaus_Magnus,,Northern Crowns,male,Sweden,Europe
1696,Oldcastle,case2,d.,1417,,,,,,,1372,1417,D,Oldcastle,Divines and Metaphysicians &cc,22,98,120,90,https://en.wikipedia.org/wiki/John_Oldcastle,,Great Britain,male,United Kingdom,Europe
1697,Olivarez,case2,d.,1640,,,,,,,1595,1640,,Olivarez,Statesmen and Warriors,8,126,134,90,"https://en.wikipedia.org/wiki/Gaspar_de_Guzm%C3%A1n,_Count-Duke_of_Olivares",,Italy,male,Italy,Europe
1698,"Oliver, Isaac",case1,d.,1617,,,,,,61,1556,1617,Pa,J. Oliver,Artists Poets,23,42,65,90,https://en.wikipedia.org/wiki/Isaac_Oliver,,France,male,France,Europe
1699,Olympiodorus,"case3
",,,,,fl.,443,,,420,466,H,Olympiodorus,Historians and Antiquaries Lawyers,21,0,21,90,https://en.wikipedia.org/wiki/Olympiodorus_of_Thebes,,Africa,male,Egypt,Africa|Asia
1700,Olympus,"case3
",,,,,fl.,-340,,,-363,-317,M,Olympus,Mathematicians &cc Physicians,16,68,84,57,https://en.wikipedia.org/wiki/Olympus_(musician),,,male,Unknown,Unknown
1701,Omar,case1,d.,643,,,,,,63,580,643,,Omar,Statesmen and Warriors,4,126,130,90,https://en.wikipedia.org/wiki/Umar,,,male,Saudi Arabia,Asia
1702,Onesicratus,"case3
",,,,,fl.,332,,,309,355,HP Cyn,Onesicritus,Divines and Metaphysicians &cc,5,98,103,90,https://en.wikipedia.org/wiki/Onesicritus,,Turky in Europe,male,Greece,Europe
1703,Onias,case2,d.,-302,,,,,,,-347,-302,J,,,,,0,90,https://en.wikipedia.org/wiki/Onias_I,,,male,Unknown,Unknown
1704,Onkelos,"case3
",,,,,fl.,20,,,-3,43,J,Onkelos,Divines and Metaphysicians &cc,6,98,104,90,https://en.wikipedia.org/wiki/Onkelos,,Italy,male,Italy,Europe
1705,Onosander,case13,,,,,fl. ab.,50,,,27,73,HP,Onosander,Divines and Metaphysicians &cc,25,98,123,90,https://en.wikipedia.org/wiki/Onasander,,Italy,male,Unknown,Unknown
1706,Oppian,case1,d.,213,,,,,,30,183,213,P,Oppian,Artists Poets,9,42,51,90,https://en.wikipedia.org/wiki/Oppian,,,male,Turkey|Turkey,Asia|Europe|Asia|Europe
1707,"Orange, William of",case2,d.,1584,,,,,,,1539,1584,,Wm. Of Orange,Statesmen and Warriors,11,126,137,90,https://en.wikipedia.org/wiki/William_the_Silent,,Germany,male,Germany,Europe
1708,Ordonno of Leon,case2,d.,923,,,,,,,878,923,,Ordonno,Statesmen and Warriors,13,126,139,90,https://en.wikipedia.org/wiki/Ordo%C3%B1o_II_of_Le%C3%B3n,,Spain,male,Unknown,Unknown
1709,Organa (Andrea),case1,d.,1389,,,,,,60,1329,1389,Pa,Organa,Artists Poets,22,42,64,90,,https://books.google.com/books?id=sQ8MAAAAIAAJ&pg=PA427&lpg=PA427&dq=andrea+organa&source=bl&ots=2q2Zqhi3CK&sig=ACfU3U2X99MJfZr1OyWyAcmRvxlBqPa3Dw&hl=en&sa=X&ved=2ahUKEwj2mMHbvoPlAhUWrp4KHX2OBmE4ChDoATAIegQIBRAB#v=onepage&q=andrea%20organa&f=false,Italy,missing from OpenRefine results,Unknown,Unknown
1710,Oribasius,case2,d.,398,,,,,,,353,398,Ph,Oribasius,Mathematicians &cc Physicians,4,68,72,90,https://en.wikipedia.org/wiki/Oribasius,,,male,Turkey,Asia|Europe
1711,Origen,case1,d.,254,,,,,,69,185,254,F,Origen,Divines and Metaphysicians &cc,12,98,110,90,https://en.wikipedia.org/wiki/Origen,,Africa,missing from OpenRefine results,Egypt,Africa|Asia
1712,Orlando,case2,d.,778,,,,,,,733,778,,Orlando,Statesmen and Warriors,14,126,140,90,https://en.wikipedia.org/wiki/Roland,,France,male,Unknown,Unknown
1713,Orobio,case2,d.,1687,,,,,,,1642,1687,J,,,,,0,90,https://en.wikipedia.org/wiki/Isaac_Orobio_de_Castro,,Spain,male,Portugal,Europe
1714,Orodes,case2,d.,-37,,,,,,,-82,-37,,Orodes,Statesmen and Warriors,3,126,129,91,https://en.wikipedia.org/wiki/Orodes_II,,Persia,male,Unknown,Unknown
1715,Orosius,"case3
",,,,,fl.,415,,,392,438,H,Orosius,Historians and Antiquaries Lawyers,18,0,18,91,https://en.wikipedia.org/wiki/Orosius,,Spain,male,Portugal,Europe
1716,Orpheus,"case3
",,,,,fl.,-950,,,-973,-927,P,Orpheus,Artists Poets,9,42,51,91,https://en.wikipedia.org/wiki/Orpheus,,,male,Unknown,Unknown
1717,Osarsiphus,"case3
",,,,,fl.,-930,,,-953,-907,,Osarsiphus,Statesmen and Warriors,4,126,130,57,https://en.wikipedia.org/wiki/Osarseph,,,,Unknown,Unknown
1718,Ossian,"case3
",,,,,fl.,300,,,277,323,P,Ossian,Artists Poets,14,42,56,91,https://en.wikipedia.org/wiki/Ossian,,,male,Unknown,Unknown
1719,Othman,case1,d.,656,,,,,,82,574,656,,Othman,Statesmen and Warriors,6,126,132,91,https://en.wikipedia.org/wiki/Uthman,,,male,Saudi Arabia,Asia
1720,Othman the Turk,case1,d.,1327,,,,,,68,1259,1327,,Othman,Statesmen and Warriors,6,126,132,91,https://en.wikipedia.org/wiki/Osman_I,,Turky,male,Turkey,Asia|Europe
1721,Otho,case1,d.,69,,,,,,37,32,69,,Otho,Statesmen and Warriors,19,126,145,91,https://en.wikipedia.org/wiki/Otho,,,missing from OpenRefine results,Italy|Italy,Europe|Europe
1722,Otho Frissingensis,case2,d.,1158,,,,,,,1113,1158,D,Otho Fris,Divines and Metaphysicians &cc,13,98,111,91,https://en.wikipedia.org/wiki/Otto_of_Freising,,Germany,male,Austria,Europe
1723,Otho of Germany,case2,d.,973,,,,,,,928,973,,Otho Gr:,Statesmen and Warriors,18,126,144,91,"https://en.wikipedia.org/wiki/Otto_I,_Holy_Roman_Emperor",,Germany,male,Germany,Europe
1724,Otho of Milan,case1,d.,1295,,,,,,86,1209,1295,,Otho Mil:,Statesmen and Warriors,14,126,140,91,https://en.wikipedia.org/wiki/Ottone_Visconti,,Italy,male,Italy,Europe
1725,Otto de Gueric,"case3
",,,,,fl.,1662,,,1639,1685,M,Otto Guerick,Mathematicians &cc Physicians,19,68,87,91,https://en.wikipedia.org/wiki/Otto_von_Guericke,,Germany,male,Germany,Europe
1726,Otway,case1,d.,1685,,,,,,33,1652,1685,P,Otway,Artists Poets,12,42,54,57,https://en.wikipedia.org/wiki/Thomas_Otway,,Great Britain,male,United Kingdom,Europe
1727,Oughtred,case11,,,b.,1573,,,ab.,73,1573,1646,M,Oughtred,Mathematicians &cc Physicians,22,68,90,91,https://en.wikipedia.org/wiki/William_Oughtred,,Great Britain,male,United Kingdom,Europe
1728,Oulugbeg,case2,d.,1467,,,,,,,1422,1467,,Olugh Bek,Statesmen and Warriors,1,126,127,91,https://en.wikipedia.org/wiki/Ulugh_Beg,,Persia,male,Iran,Asia
1729,Ovid,case1,d.,17,,,,,,59,-42,17,P,Ovid,Artists Poets,7,42,49,91,https://en.wikipedia.org/wiki/Ovid,,,missing from OpenRefine results,Italy|Italy,Europe|Europe
1730,"Owen, John",case1,d.,1683,,,,,,66,1617,1683,D,J. Owen,Divines and Metaphysicians &cc,10,98,108,91,https://en.wikipedia.org/wiki/John_Owen_(theologian),,Great Britain,male,United Kingdom,Europe
1731,Oxienstiern,case2,d.,1631,,,,,,,1586,1631,,,,,,0,91,https://en.wikipedia.org/wiki/Axel_Oxenstierna,"https://books.google.com/books?id=EvvIIEKrLTgC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=snippet&q=oxenstiern&f=false, https://en.wikipedia.org/wiki/Oxenstierna",Northern Crowns,male,Sweden,Europe
1732,Pachymerus,"case3
",,,,,fl.,1280,,,1257,1303,H,Pachimeras,Historians and Antiquaries Lawyers,15,0,15,91,https://en.wikipedia.org/wiki/George_Pachymeres,,,male,Turkey,Asia|Europe
1733,"Paciolus, Lucas","case3
",,,,,fl.,1494,,,1471,1517,M,Paciolus,Mathematicians &cc Physicians,27,68,95,91,https://en.wikipedia.org/wiki/Luca_Pacioli,,Italy,male,Italy,Europe
1734,Pacuvius,case1,d.,-131,,,,,,90,-221,-131,P,Pacuvius,Artists Poets,7,42,49,91,https://en.wikipedia.org/wiki/Pacuvius,,Italy,male,Italy,Europe
1735,Pagninus Sanctes,case1,d.,1536,,,,,,70,1466,1536,D,Pagninus,Divines and Metaphysicians &cc,16,98,114,91,https://en.wikipedia.org/wiki/Santes_Pagnino,,Italy,male,Italy,Europe
1736,Palaemon,"case3
",,,,,fl.,50,,,27,73,Cr,Palaemon,Orators and Critics &cc,10,22,32,91,https://en.wikipedia.org/wiki/Remmius_Palaemon,,Italy,male,Italy,Europe
1737,Palaephatus,"case3
",,,,,fl.,300,,,277,323,H,Palaephatus,Historians and Antiquaries Lawyers,21,0,21,91,https://en.wikipedia.org/wiki/Palaephatus,,Turky in Europe,male,Unknown,Unknown
1738,"Paleologus, J. Michael",case1,d.,1283,,,,,,58,1225,1283,,M. Paleologus,Statesmen and Warriors,11,126,137,91,https://en.wikipedia.org/wiki/Michael_VIII_Palaiologos,,,male,Unknown,Unknown
1739,Palestina,"case3
",,,,,fl.,1500,,,1477,1523,Mu,Palestina,Artists Poets,13,42,55,91,https://en.wikipedia.org/wiki/Giovanni_Pierluigi_da_Palestrina,,Italy,male,Italy,Europe
1740,Palladio,"case3
",,,,,fl.,1576,,,1553,1599,Ar,Palladio,Artists Poets,24,42,66,91,https://en.wikipedia.org/wiki/Andrea_Palladio,,Italy,male,Italy,Europe
1741,Pallas,case2,d.,61,,,,,,,16,61,,Pallas,Statesmen and Warriors,20,126,146,91,https://en.wikipedia.org/wiki/Pallas_(freedman),,Italy,male,Unknown,Unknown
1742,Pamphilus,"case3
",,,,,fl.,-350,,,-373,-327,Pa,Pamphilus,Artists Poets,25,42,67,91,https://en.wikipedia.org/wiki/Pamphilus_(painter),,Turky in Europe,male,Greece,Europe
1743,Panaenus,"case3
",,,,,fl.,-446,,,-469,-423,Pa,Panaenus,Artists Poets,18,42,60,91,https://en.wikipedia.org/wiki/Panaenus,,Turky in Europe,male,Unknown,Unknown
1744,Panaetius,case8,d. af.,-136,,,,,,,91,137,HP Sto,Panaetius,Divines and Metaphysicians &cc,7,98,105,91,https://en.wikipedia.org/wiki/Panaetius,,Turky in Europe,missing from OpenRefine results,Greece,Europe
1745,Pancirollus,case1,d.,1599,,,,,,76,1523,1599,L,Pancirollus,Historians and Antiquaries Lawyers,4,0,4,92,https://en.wikipedia.org/wiki/Guido_Panciroli,,Italy,male,Italy,Europe
1746,Panodorus,"case3
",,,,,fl.,404,,,381,427,H,Panodorus,Historians and Antiquaries Lawyers,17,0,17,92,https://en.wikipedia.org/wiki/Panodorus_of_Alexandria,,,male,Unknown,Unknown
