NameInIndex,UO_ID,Bio Name,BioSource,Biography,Citation,Region_final,Sex or gender V2,case,VisualCase,IndexLifeCode,DeathPrecision,DeathDate,BornPrecision,BirthDate,Alive precision,AliveDate,LifeLength Precision,LifeLength,aproxBirthDate,aproxDeathDate,Index Category 1,NameOnChart,OnChartCategory,On Chart: Line #,Section starting Line,LineNumber,FullTextPageNum,WikiLink
"Hutcheson, Francis",1224.0,Hutcheson (Francis),Watkins,"An ingenious writer, was born in Ireland, in 1694. He received his education at Glasgow, after which he became pastor of a dissenting congregation in Dublin, where he also kept an academy with great credit till 1729, when he removed to Glasgow on being appointed professor of philosophy. He died in 1747. His works are, An Inquiry into the Ideas of Beauty and Virtue. A Treatise on the Passion?. A System of Moral Philosophy 5 vols. 4to.",,Great Britain,male,case1,C,d. (LL),d.,1747.0,,,,,,53.0,1694.0,1747.0,Mor,Hutcheson,Divines and Metaphysicians &cc,25.0,99.0,124,76.0,https://en.wikipedia.org/wiki/Francis_Hutcheson_(philosopher)
"Hutchinson, John",1225.0,Hutchinson (John),Watkins,"An English divine and topographer, was born in Dorsestshire, in 1693, and educated at Balliol college, Oxford. In 1747 he obtained the rectory of Wareham, in his native county, where he died in 1773. He was the author of the History and Antiquities of the County of Dorset, 2 vols. folio, 1774, and since reprinted.",,Great Britain,male,case1,C,d. (LL),d.,1737.0,,,,,,63.0,1674.0,1737.0,D,Hutchinson,Divines and Metaphysicians &cc,10.0,99.0,109,76.0,https://en.wikipedia.org/wiki/John_Hutchinson_(writer)
Huygens,1226.0,Huygens (Christian),Watkins,"An eminent mathematician, was son of the above, and born at the Hague in 1629. He discovered when young a great turn for mathematical science, and in 1651 gave a specimen of his abilities in a book entitled, Theoremata de quadratura Hvperboles, Ellipsis, et Circuli ex dato portionum gravitatis centro. Not long after, he published a treatise on Horology, in which he discovered the model of a new-invented pendulum for clocks. In 1659 appeared his System of Saturn, giving an account of the discovery which he had made of a satellite attending that planet. In 1661 he visited England, and was chosen fellow of the royal society. He afterwards resided at Paris, on the invitation of Colbert, who gave him a pension, and he was also admitted a member of the academy of sciences. He died at his native place, in 1695. His Cosmotheoros, or a treatise on the plurality of worlds, was printed the same year, and in 1703 appeared his Opuscula Posthuma, in 1 vol. 4to. All his works have been collected in 6 vols. 4to.",,France,male,case1,C,d. (LL),d.,1695.0,,,,,,66.0,1629.0,1695.0,Mor,Huygens,Mathematicians &cc Physicians,14.0,69.0,83,76.0,https://en.wikipedia.org/wiki/Christiaan_Huygens
Hyginus J.,1227.0,Hyginus (Caius Julius),Watkins,"An old Latin writer, who was a native of Spain, and a freedman of Augustus. He wrote many books,, but the only one extant is his Poeticon Astronomicon, published at Amsterdam in 1681, in 2 vols. 8vo.",,Spain,male,case3,A,fl.,,,,,fl.,-9.0,,,-39.0,6.0,P,Hyginus,Artists Poets,14.0,43.0,57,75.0,https://en.wikipedia.org/wiki/Gaius_Julius_Hyginus
Hyllus,1228.0,Hyllus,Crabb,"Son of Hercules and Dejanira, who settled in Attica, after having conquered and killed Eurystheus. He was afterwards slain in attempting to recover Peloponnesus with the Heraclida.",,,male,case2,D,d.,d.,-924.0,,,,,,,-969.0,-924.0,,Hyllus,Statesmen and Warriors,22.0,127.0,149,76.0,https://en.wikipedia.org/wiki/Hyllus
Hypatia,1229.0,Hypatia,Watkins,"An illustrious female, was the daughter of Theon, an eminent philosopher at Alexandria, whom she succeeded in the government of that school, and had a number of disciples. Synesius in particular, who afterwards became a Christian bishop, has celebrated her praises in the most lively terms. Orestes, the governor of Alexandria, had a high respect for Hypatia, and frequently consulted her on matters of importance. Between the governor and the patriarch Cyril there was a bitter enmity, which broke out into open war, and the monks siding with their chief, assembled in a riotous manner against Orestes, who was obliged to fly from the city. They then seized Hypatia, aud having torn her in pieces, burnt her mangled limbs to ashes. This happened A. D. 415. She wrote a Commentary on Diophantus, and other works, which are lost.",,Africa,female,case2,D,d.,d.,415.0,,,,,,,370.0,415.0,M,,,,,0,76.0,https://en.wikipedia.org/wiki/Hypatia
Hyperides,1230.0,Hyperides,Watkins,"An Athenian orator, who was a disciple of Plato and Isocrates about 335 B. C. Though he was the intimate friend of Demosthenes, he accused him of bribery, for which that great man was banished. Hyperides was put to death by Antipater about 322.",Plutarch,Turky in Europe,male,case2,D,d.,d.,-322.0,,,,,,,-367.0,-322.0,Or,Hyperides,Orators and Critics &cc,7.0,22.0,29,76.0,https://en.wikipedia.org/wiki/Hypereides
Hypolitus,1231.0,"Hippolytus, S.",Crabb,"A bishop, martyr, and celebrated writer of the third century, suffered martyrdom in the reign of Alexander Severus, after having been a bishop of Arabia, or, according to others, of Portus Urbis, or Augusti, which was a suffragan of the metropolitan see of Rome. He is well known to have been the author of many works, but whether he wrote all that are ascribed to him is doubtful. Fabricius publislied an edition of his works in Gr. and Lat. 2 vols. fol. Hamb. 1716 and 1718.",,Italy,male,case2,E,d. ab.,d. ab.,230.0,,,,,,,185.0,230.0,F,Hyppolylus,Divines and Metaphysicians &cc,20.0,99.0,119,76.0,https://en.wikipedia.org/wiki/Hippolytus_of_Rome
Hypsicles,1232.0,Hypiscles of Alexandria,Watkins,"An ancient mathematician, who flourished under M. Aurelius and L. Verus. There is ascribed to him a work, entitled, Anaphoricus, or a Book of Ascensions, printed in Greek and Latin at Paris, in 1680.",Vossius,,male,case3,A,fl.,,,,,fl.,-180.0,,,-210.0,-165.0,M,Hypsecles,Mathematicians &cc Physicians,22.0,69.0,91,76.0,https://en.wikipedia.org/wiki/Hypsicles
Hyrcanus,1233.0,Hyrcanius (John),Watkins,"high priest and prince of the Jews, succeeded his father Simon Maccabieus, who was murdered by his son-in-law Ptolemy. This traitor then invited Antiochus into Judea, and that monarch accordingly laid siege to Jerusalem, which held out against all his attempts. At length a peace was concluded on condition of the Jews becoming tributary to Antiochus after whose death Hycranus restored his country to independence. He died 106 B. C. He was succeeded by his son Hycranus II who died B. C. 30.",,,male,case2,D,d.,d.,-107.0,,,,,,,-152.0,-107.0,,Hyrcanus,Statesmen and Warriors,1.0,127.0,128,76.0,https://en.wikipedia.org/wiki/John_Hyrcanus
Iamblicus,1234.0,Iamblichus,Watkins,"A Greek author, was a native of Apamea in Syria, and flourished in the reign of Julian, by whom he was greatly esteemed. He was poisoned under Valens A. D. 363. He was the author of the Life of Pythagoras; an Exhortation to Philosophy; and a piece against Porphyry's Letter on the Egyptian Mysteries.",,,male,case2,E,d. ab.,d. ab.,333.0,,,,,,,288.0,333.0,HP,Jamblicus,Divines and Metaphysicians &cc,27.0,99.0,126,76.0,https://en.wikipedia.org/wiki/Iamblichus
Idatius,1235.0,Idacius,Watkins,"A Spanish bishop of the fifth century, who wrote a chronicle commencing with the first year of the reign of Theodosius, and ending with the 11th of that of Leo. The Consular Fasts are also attributed to him. His works were published by Sirmond in 1619 , 8vo. at Paris.",Moreri,Spain,male,case2,E,d. ab.,d. ab.,472.0,,,,,,,427.0,472.0,H,Idatius,Historians and Antiquaries Lawyers,9.0,0.0,9,76.0,https://en.wikipedia.org/wiki/Hydatius
Ignatius,1236.0,Ignatius (St.),Watkins,"An eminent father of the church and a martyr, was a native of Syria, and a disciple of St. John the Evangelist, by whom he was made bishop of Antioch, A.D. 68. After discharging the episcopal office with great zeal 40 years, the emperor Trajan coming to Antioch in his Parthian expedition, sent for him, and endeavoured to prevail on him to renounce his religion. Ignatius continued inflexible, on which the emperor sent him with a guard of soldiers to Rome, where he was exposed to the wild beasts in the amphitheatre for the amusement of the people. The holy martyr heard his sentence with joy, and endured his sufferings with fortitude. Two pious deacons of his church gathered up his bones, and conveyed them to Antioch, where they were carefully preserved. Seven of his genuine epistles remain, and were published by Usher at Oxford in 1645. The best edition is that of 1708. There are some others which go under his name, but they are generally accounted spurious, though Whiston endeavoured to prove that they were the true ones, and that the others were forgeries or abridgments.",,Turky in Asia,male,case2,D,d.,d.,108.0,,,,,,,63.0,108.0,F,Ignatius,Divines and Metaphysicians &cc,13.0,99.0,112,77.0,https://en.wikipedia.org/wiki/Ignatius_of_Antioch
Imilee,1237.0,,,,,,male,none,A,liv.,,,,,,-400.0,,,-45.0,0.0,,Imilee,Statesmen and Warriors,26.0,127.0,153,-99.0,https://en.wikipedia.org/wiki/Himilco
Ina of Wessex,1238.0,"Ina, King of the West-Saxons",Watkins,"King of the West-Saxons, acquired fame by his expeditions against the neighbouring prnices. In 726 he went on a pilgrimage to Rome, where he erected an English college, which he endowed by a yearly tax on his kingdom, called Romescot, and afterwards Peterpence.",,,male,case2,D,d.,d.,727.0,,,,,,,682.0,727.0,,Ina,Statesmen and Warriors,24.0,127.0,151,77.0,https://en.wikipedia.org/wiki/Ine_of_Wessex
Inachus,1239.0,Inachus,Watkins,"Founder of the kingdom of Argos, B. C. 1858. Josephus and other ancient Historians make him contemporary with Moses, but Eusebius places his reign 346 years before the Exodus of the Israelite's.",,,male,case3,A,fl.,,,,,fl.,-1125.0,,,-1155.0,-1110.0,,Inachus,Statesmen and Warriors,17.0,127.0,144,77.0,https://en.wikipedia.org/wiki/Inachus
Inarus,1240.0,,,,,Africa,male,case2,D,d.,d.,456.0,,,,,,,456.0,456.0,,Inarus,Statesmen and Warriors,5.0,127.0,132,77.0,https://en.wikipedia.org/wiki/Inaros_II
Ingulphus of Croyland,1241.0,Ingulphus,Watkins,"Abbot of Croyland in the 15th century, was in great favour with William the Conqueror, to whom he was secretary. He rebuilt his monastery, and obtained for it many privileges. He died in 1109. There is extant by him a History of Croyland Abbey, published by Saville, in 1596, and at Oxford in 1684.",,Great Britain,male,case1,C,d. (LL),d.,1109.0,,,,,,79.0,1064.0,1109.0,H,Ingulphus,Historians and Antiquaries Lawyers,16.0,0.0,16,77.0,https://en.wikipedia.org/wiki/Ingulf
Innocent 1st,1242.0,Innocent I.,Watkins,"Was a native of Albany, end elected to the pontifical chair in 402. He condemned the Novatians and Pelagians, and died at Ravenna in 417. Some of his epistles are extant.",,Italy,male,case2,D,d.,d.,417.0,,,,,,,372.0,417.0,F,Innocent 1st,Divines and Metaphysicians &cc,21.0,99.0,120,77.0,https://en.wikipedia.org/wiki/Pope_Innocent_I
Innocent 2nd,1243.0,Innocent II.,Watkins,"Ascended the throne in 1130. He was elected by a part of the conclave, the rest choosing Peter de Leon, the son of a Jew, who took the name of Anacletus II. and was acknowledged by the kings of Scotland and Sicily, but Innocent was received by the other princes of Europe. Being driven from Italy, he fled to France, where he held several councils. On the death of his rival and the abdication of his successor Victor IV. he returned to Rome, and held the second Lateran council in 1139. He died in 1144.",,Italy,male,case2,D,d.,d.,1143.0,,,,,,,1098.0,1143.0,Po,Innocent 2d,Divines and Metaphysicians &cc,27.0,99.0,126,77.0,https://en.wikipedia.org/wiki/Pope_Innocent_II
Innocent 3rd,1244.0,Innocent III.,Watkins,"Was called Lothario Conti, and born of a noble family at Auagni, in 1161. On account of his learning he was made a cardinal, and in 1198 elected pope. He encouraged the crusades to the Holy Land, promoted one against the Albigenses, laid the kingdom of France under
interdict, and excommunicated John king of England. He greatly extended his temporal dominions, and carried the papal authority to a high pitch. He died in 1236. His works were printed at Cologne, in 1515.",,Italy,male,case2,D,d.,d.,1216.0,,,,,,,1171.0,1216.0,Po,Innocent 3d,Divines and Metaphysicians &cc,27.0,99.0,126,77.0,https://en.wikipedia.org/wiki/Pope_Innocent_III
Ion Chius,1245.0,Ion,Crabb,"A tragic poet of the island of Chios, who lived about 82d Olympiad, is quoted by Aristophanes, Athenaeus, Suidas, and others.",,,male,case3,A,fl.,,,,,fl.,-419.0,,,-449.0,-404.0,P,Ion Chius,Artists Poets,4.0,43.0,47,78.0,https://en.wikipedia.org/wiki/Ion_of_Chios
